x,y
-122.054205,36.99702
-122.575408,37.895175
-121.842225,37.666015
-122.201991,37.825817
-121.796772,36.65165
-122.11988,37.373352
-122.575367,37.895878
-122.573413,37.893492
-121.769303,36.23638
-122.577068,37.898049
-122.178913,37.817896
-122.979362,38.399902
-124.074128,40.8747
-122.131011,37.052625
-122.11996,37.373348
-122.687697,37.936705
-122.573685,37.893551
-122.621193,38.440125
-122.183997,37.818263
-122.605705,37.919328
-121.812959,37.28003
-124.05703,40.87352
-124.076278,40.870987
-121.421954,35.901934
-122.151978,37.808833
-122.150148,37.808084
-122.573715,37.893603
-122.004226,37.183981
-121.782913,36.253508
-124.06948,40.874703
-122.1183,37.0709
-122.575722,37.898403
-121.792158,37.078744
-121.430657,35.896871
-121.921085,36.992815
-122.575663,37.896505
-122.948783,38.470238
-122.599926,37.90814
-123.568261,39.347458
-122.981169,38.401151
-123.00483,38.537699
-122.573654,37.893475
-123.003142,38.53258
-123.788098,39.276073
-121.785692,36.251245
-123.298003,38.581797
-122.146019,37.804028
-124.026669,41.26995
-123.801422,40.019367
-122.584175,37.911137
-122.055521,37.029547
-123.009293,38.456635
-122.083688,37.050732
-122.16033,37.122589
-122.064232,36.998098
-122.329903,37.445628
-122.541679,37.93032
-124.100736,41.777776
-121.923814,36.989878
-124.114239,41.770344
-122.064871,37.036576
-123.466842,39.073075
-122.582716,37.88865
-121.918942,36.544679
-123.288247,38.548231
-122.224205,37.169922
-122.060853,37.036878
-122.163259,37.775031
-122.257766,37.870699
-121.898737,36.994172
-122.007864,37.954462
-122.216689,37.182194
-124.013375,41.245211
-123.751093,39.898297
-121.690499,36.179931
-124.14144,41.859129
-122.09583,37.995147
-121.910445,36.987976
-124.100736,41.777776
-124.136113,40.785353
-121.906355,36.989933
-122.056045,37.027459
-122.002005,37.18269
-124.01295,41.2088
-122.063451,37.039337
-121.924852,36.990127
-122.956847,38.414056
-124.100736,41.777776
-122.216933,37.179897
-124.020894,41.232817
-122.089912,37.104195
-121.666397,36.161633
-122.609887,37.899813
-122.949979,38.7414
-124.050208,41.300328
-123.128983,38.472078
-124.029244,41.352122
-124.0718,40.869336
-124.013189,41.207258
-122.00206,37.182755
-122.00201,37.182676
-124.041711,41.401716
-122.230203,37.197688
-122.575394,37.896511
-123.58123,38.816953
-122.9231,38.540275
-122.575203,37.897758
-123.38145,39.23833
-122.573295,37.893508
-124.041711,41.401716
-122.529457,37.917515
-122.056124,37.031612
-121.743109,36.259309
-122.013061,37.180978
-122.583534,37.90061
-122.659012,38.021489
-121.743109,36.259309
-124.031078,41.346214
-124.031078,41.346214
-122.574312,37.894195
-123.006903,38.537152
-122.422639,38.307187
-122.667353,38.003208
-122.403946,37.599522
-124.071883,40.871975
-122.150092,37.808087
-121.861755,36.485805
-122.251541,37.898228
-124.061097,40.880433
-122.223427,37.173977
-122.574139,37.913894
-121.784645,36.250325
-121.995529,37.182217
-122.26119,37.885227
-122.657595,37.938037
-121.868538,37.336361
-122.10318,37.118982
-122.064264,37.234689
-124.019514,41.305086
-122.928894,38.387856
-122.303733,37.40617
-122.669461,38.039188
-122.063313,37.038306
-122.063313,37.038306
-121.819887,36.275572
-122.60168,37.950645
-122.676277,38.166229
-122.062397,37.03816
-121.708297,37.004203
-122.673553,38.041819
-121.820308,36.275192
-122.66945,38.039208
-121.70717,37.004117
-122.218339,37.183694
-123.005303,38.449756
-122.063313,37.038306
-122.062701,37.038683
-122.062397,37.03816
-122.063313,37.038306
-122.620667,38.008944
-122.669544,38.038846
-122.074061,37.018645
-122.063313,37.038306
-121.828942,36.278812
-124.080656,40.877261
-122.574005,37.899055
-123.466216,39.07383
-122.480897,38.510913
-122.574048,37.894071
-122.062397,37.03816
-121.819686,36.275303
-122.068517,36.995347
-122.054689,37.702637
-121.992112,37.085939
-121.907922,36.987903
-122.06268,37.037861
-124.132889,40.856288
-124.023078,41.363686
-122.513934,38.35239
-124.017447,41.365088
-121.820038,36.275172
-124.035189,41.437337
-122.078894,37.018883
-122.683746,38.352058
-122.154694,37.81022
-123.400964,39.042248
-122.260162,37.40845
-122.062668,37.235265
-124.068069,41.79285
-122.035425,37.016775
-123.474705,39.078084
-123.316003,38.575625
-122.597797,37.949222
-122.04283,37.20807
-122.04245,37.208272
-124.014186,41.369138
-122.183242,37.826892
-122.151136,37.807387
-122.683615,38.351946
-122.708817,37.999408
-122.085305,37.01955
-124.111319,41.769141
-124.110144,41.76867
-122.063568,37.039886
-124.111036,41.768844
-122.278931,37.472136
-121.785255,36.250419
-122.063141,37.040131
-122.058167,37.033025
-122.059786,37.036319
-122.06369,37.039642
-122.063431,37.036823
-122.063284,37.039358
-122.063606,37.0397
-122.063049,37.03772
-122.06398,37.039612
-122.062828,37.038044
-122.089882,37.293987
-123.701072,39.317322
-122.639542,38.233494
-122.639572,38.233353
-122.253678,37.872413
-122.545412,37.931287
-123.155901,38.466803
-122.574581,37.894116
-122.061639,37.037472
-122.675828,37.951338
-122.573836,37.948514
-122.312657,37.013809
-121.815349,36.271805
-124.101399,41.775182
-123.467438,39.072758
-123.470528,39.072903
-122.06369,37.039961
-122.583031,37.908478
-123.959022,40.482781
-124.101444,41.778672
-124.069525,40.870222
-124.142722,41.072586
-122.572512,37.892541
-122.316903,37.468722
-122.062121,37.003694
-122.093867,37.060522
-121.765631,36.246734
-121.982488,37.158633
-123.317467,38.5722
-123.948975,40.401153
-121.730208,36.247812
-122.317008,37.468605
-122.068633,37.236483
-122.065112,37.234662
-122.112289,37.178226
-124.145266,40.773991
-122.872305,38.502138
-121.710029,37.014399
-121.705108,37.011986
-121.707323,37.011268
-124.072322,40.875199
-122.957405,38.5468
-122.060719,37.0368
-121.702487,37.012823
-122.871888,38.503125
-122.224128,37.171903
-122.250973,37.166633
-122.542251,37.9645
-122.063994,37.2345
-122.224052,37.171387
-122.223007,37.172394
-122.54228,37.964581
-122.542383,37.964643
-122.301056,37.403298
-122.223083,37.172188
-122.250973,37.166633
-122.249159,37.174743
-122.250879,37.176316
-122.317017,37.468614
-122.060753,37.002644
-122.063842,37.234547
-122.066986,37.234867
-123.792515,40.019257
-123.792515,40.019257
-122.173447,37.823825
-122.439438,37.696912
-122.285045,37.8412
-122.250973,37.166633
-124.146133,40.775731
-124.119911,41.77392
-124.126738,41.779234
-124.116936,41.771962
-124.117408,41.771508
-124.121947,41.77583
-124.110924,41.769164
-124.117133,41.771717
-124.110802,41.814765
-122.574058,37.894363
-121.39,38.62
-121.39,38.62
-122.06,37.89
-122.062622,37.038574
-122.154183,37.810528
-122.157167,37.812511
-122.063316,37.039185
-122.063972,37.234463
-122.71789,38.454568
-122.872367,38.502318
-123.317941,38.570493
-122.58298,37.896348
-122.294288,37.446023
-122.293,37.925343
-122.259188,37.903549
-124.143761,41.072906
-122.215203,37.394172
-122.316911,37.468558
-124.145229,40.774455
-121.810183,36.272033
-121.7034,37.012692
-122.319258,38.347125
-122.035167,37.015425
-121.826875,37.24155
-122.290147,37.443661
-122.290214,37.441742
-122.062836,37.016022
-122.067589,37.234897
-121.693222,37.009689
-122.26162,37.407037
-124.023342,40.442959
-121.707129,37.011449
-124.139686,41.061019
-121.705912,37.011725
-122.062867,37.038242
-122.08538,37.019767
-121.996968,37.066896
-121.694258,37.012389
-121.934387,36.611538
-124.018333,41.365833
-124.146264,40.7758
-122.052094,37.011258
-122.707372,38.012794
-122.05609,37.00355
-122.007408,37.053017
-123.309525,38.56773
-121.811139,37.279038
-121.811157,37.278922
-121.787103,36.25122
-121.787084,36.251063
-121.804296,36.977961
-121.813085,37.279939
-121.777074,36.24195
-121.998124,37.180666
-121.811085,37.278988
-121.811123,37.278956
-123.007191,38.537035
-122.546288,38.066533
-122.263841,37.871264
-122.118355,37.070942
-121.875587,36.59729
-122.120309,37.406084
-122.733305,38.018547
-124.017736,41.955564
-122.571245,37.903492
-121.917975,37.902719
-122.156097,37.811038
-123.017219,38.421903
-122.640337,38.095769
-122.574225,37.893963
-122.759406,38.070745
-122.53588,38.551628
-122.574364,37.895756
-122.295223,37.444057
-122.575157,37.907532
-122.573933,37.901516
-122.055453,37.035774
-122.063149,37.004647
-122.292855,37.443225
-122.171783,37.80562
-122.633669,38.10276
-122.22325,37.17013
-122.568846,37.902898
-121.976145,37.095253
-122.062296,37.00389
-122.055453,37.035774
-122.60222,37.906759
-122.293122,37.44328
-122.216228,37.255011
-122.289577,37.274545
-122.368553,37.436745
-123.974295,40.051086
-121.708138,37.003283
-122.620858,38.431014
-122.990508,38.399179
-122.015028,37.174281
-122.24028,37.875163
-121.778639,36.244794
-122.2902,37.430083
-122.617272,37.893825
-122.181447,37.828588
-122.066611,37.2347
-122.263302,37.797685
-122.067208,37.235683
-122.612397,37.896767
-122.262958,37.797815
-122.166147,37.818312
-122.265205,37.909725
-124.045972,41.396087
-122.275987,37.37827
-121.719814,36.591213
-122.063255,37.23452
-123.0075,38.536747
-122.581118,37.897019
-121.38703,35.82847
-121.387622,35.828175
-122.573875,37.893805
-122.578562,37.899638
-122.575675,37.8984
-122.281792,37.274372
-122.063683,36.992245
-122.269981,37.269592
-122.313408,37.412225
-122.279839,37.271058
-122.061266,37.034197
-122.312583,37.412286
-122.273567,37.270078
-122.280564,37.2718
-122.312631,37.412114
-122.275872,37.270725
-122.677444,38.342955
-122.50952,38.427253
-122.991623,38.479202
-123.014625,38.565025
-122.602958,37.900371
-122.857331,38.516753
-122.239983,37.8753
-122.151052,37.808482
-122.263695,37.871253
-122.151052,37.808482
-122.261733,37.87347
-122.275047,37.869808
-121.777241,36.242049
-124.145297,40.776956
-122.281753,37.2743
-122.42108,37.610512
-122.342308,37.398695
-121.778913,36.245984
-122.178483,37.814177
-121.777247,36.242215
-123.867412,40.445778
-123.98539,40.439056
-121.778679,36.2441
-122.223367,37.170253
-122.283019,37.274372
-123.635597,39.15715
-123.792364,40.020367
-121.804542,37.268105
-121.473429,35.991093
-121.853692,36.28113
-121.487401,35.993837
-122.150532,37.808407
-124.048651,41.247113
-122.188506,37.839328
-124.028789,41.295425
-122.616896,38.42333
-122.154124,37.810402
-123.003028,38.542245
-122.319666,37.435532
-121.991638,37.098249
-122.174314,37.392805
-122.008066,37.076076
-122.617842,37.893647
-122.010551,37.079175
-122.67955,38.342878
-122.693372,38.32373
-122.658364,38.020575
-124.163673,40.802056
-122.368605,37.437272
-121.934892,36.591237
-122.052605,37.029689
-122.537665,37.963191
-121.735321,36.858277
-123.00743,38.53724
-122.526887,37.90292
-122.61721,37.893988
-123.978734,40.330893
-121.862808,36.487178
-123.001317,38.543983
-122.06935,37.238645
-122.659667,38.020375
-122.583954,37.897762
-122.57322,37.8932
-122.162959,37.811506
-122.162959,37.811506
-122.579849,37.896904
-123.910392,40.308095
-122.062928,37.038661
-122.572433,37.899147
-122.575138,37.896712
-122.059508,37.035614
-122.056961,37.034428
-123.908042,40.308237
-122.165603,37.8061
-122.23965,37.848136
-124.026353,41.36337
-122.576927,37.892567
-124.145969,40.774575
-122.324953,37.213255
-122.581902,37.89542
-122.066179,37.003415
-122.743081,38.030394
-122.065292,36.995247
-124.166984,41.813307
-124.145057,40.775123
-124.14516,40.775141
-122.370201,37.437516
-122.068514,37.234742
-122.170472,37.81447
-122.601898,37.907009
-122.991586,38.399696
-122.062836,37.037797
-122.577163,37.899003
-121.813498,37.320228
-124.147034,40.774704
-123.039901,38.716003
-122.068012,37.234499
-122.360369,37.423058
-122.103044,37.227543
-121.862987,36.487158
-122.2891,37.274563
-122.050902,37.028721
-122.061897,37.001892
-122.576478,37.898328
-122.575562,37.896508
-122.590341,37.914162
-122.535155,37.962878
-122.12078,37.116617
-122.060417,36.998936
-122.172104,37.818489
-122.344305,37.434545
-122.33458,37.428728
